transcript	logFC	AveExpr	t	P.Value	adj.P.Val	B	DomainType	Coverage_max	Subfamily_hits	Domains
HERVH-int_01254	-0.5844035724833514	7.376924902622037	-1.5707567062919257	0.1497832153677462	0.21035572389436516	-5.7423725181088745	AP | GAG | RT	0.985	HERVH	AP:0.98 | RT:0.39 | GAG:0.12
ERVL-E-int_03077	0.6644087079128402	6.73859010499068	1.5706894145048789	0.14979877307629033	0.21035572389436516	-5.610072308043248	NA	NA	NA	NA
LTR37-int_00203	0.33172607503992274	10.76267131470228	1.5609100422117934	0.15207508690912822	0.21304858873590132	-6.160889391473473	NA	NA	NA	NA
MER61-int_00341	0.45738341254603954	7.528810634919058	1.5494653018927944	0.15477802702076657	0.21632505423608317	-5.802527929072597	NA	NA	NA	NA
HERV17-int_00129	0.5170738918347466	7.545796883649324	1.5186134058313372	0.1622774593149106	0.22627420383346689	-5.846295780133367	INT	0.131	HERV17	INT:0.13
MER65-int_00467	0.35563815003021026	10.821723342401857	1.4978343371598226	0.16750714967377778	0.23301931359771427	-6.246559715297464	NA	NA	NA	NA
PRIMA41-int_00233	0.5214357774163636	7.161970074327347	1.4951389852890782	0.16819624141655853	0.23343123224634527	-5.822816868400547	NA	NA	NA	NA
HERVIP10F-int_00062	0.42571607391035965	8.865007680456058	1.4805250974190163	0.17197579851402683	0.23812033640403715	-6.090081645110315	INT	0.125	HERVIP10F	INT:0.12
HERVH48-int_00021	0.46406856732486507	9.751235211890746	1.4648542654852745	0.17611092346605708	0.243278810555437	-6.231981955094435	GAG | INT | RNaseH | RT	0.771	HERVH48	RNaseH:0.77 | RT:0.34 | INT:0.24 | GAG:0.08
Harlequin-int_00036	-0.3337572755666745	11.547808076846048	-1.459707288959526	0.17748783708774907	0.244197807082852	-6.296932704994529	GAG	0.064	Harlequin	GAG:0.06
HERVK22-int_00018	0.6487378834572307	6.7238063715475995	1.4592954873269486	0.1775984051511651	0.244197807082852	-5.75365799788975	NA	NA	NA	NA
HERVE_a-int_00038	-0.5011137150022571	7.198457213845563	-1.4326839813248051	0.18487146210040128	0.2536111974310355	-5.887244635527942	AP | GAG | INT | RNaseH | RT	1	HERVE_a	AP:1.00 | RNaseH:0.66 | GAG:0.56 | RT:0.40 | INT:0.18
HERVH-int_00066	-0.40142483895889564	9.723357181789611	-1.4295061559355169	0.18575696368439104	0.25423879361412044	-6.267707385661807	AP | ENV | GAG | INT | RNaseH | RT	0.879	HERVH	RNaseH:0.88 | AP:0.41 | RT:0.26 | INT:0.16 | ENV:0.09 | GAG:0.08
ERVL-B4-int_01669	-0.9426298507187777	5.941401435149767	-1.4274395808512903	0.18633477768107898	0.2544433515920941	-5.650924270761871	NA	NA	NA	NA
HERVH48-int_00078	0.5628521840878268	8.202618407590966	1.4249470176641212	0.1870337601291082	0.254812049350207	-6.066448428235852	AP | GAG | INT | RNaseH | RT	0.857	HERVH48	RNaseH:0.86 | AP:0.78 | INT:0.26 | RT:0.18 | GAG:0.09
MER4-int_00399	-0.7421473254681035	6.8739162960269	-1.4171596876818433	0.18923211723890318	0.25721711130413843	-5.81066612115937	NA	NA	NA	NA
HERVH-int_00155	0.44634150252716537	7.33403125144151	1.4046263865088773	0.19281693476493206	0.26149145947572977	-5.968042825832938	ENV	0.278	HERVH	ENV:0.28
MER52-int_00059	-0.5749755122212374	6.908854040846481	-1.3887845460759978	0.1974312804593808	0.2671393635372943	-5.865908231314972	NA	NA	NA	NA
MER4-int_00691	0.5742738971458258	7.144963833686815	1.3805875130190919	0.19985571640148278	0.2692795050268253	-5.965074402974833	NA	NA	NA	NA
PABL_A-int_00247	0.4015859223094084	9.5942801523335	1.3803725625486665	0.19991963251991576	0.2692795050268253	-6.323459345266108	NA	NA	NA	NA
MER41-int_00163	-0.5166806982056377	6.571775087013146	-1.354026956705124	0.2078864460150965	0.2793768075406501	-5.834771337590987	NA	NA	NA	NA
HERVK-int_00036	0.8870890827689073	7.105361772748291	1.3481745213252911	0.2096922827917191	0.28116753042501386	-5.987818342105028	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | ENV:0.99 | AP:0.99 | RT:0.85 | ORFX:0.18
MER65-int_00469	0.5884298840535349	7.389236043252131	1.3396369059921054	0.2123504313740864	0.28409044197343997	-6.055293733756105	NA	NA	NA	NA
MER34B-int_00627	-0.5639715640390356	7.174166661995596	-1.3349993765363704	0.21380618226375445	0.28539521857229244	-6.0006631802965735	NA	NA	NA	NA
MER57A-int_00198	0.6805868074113447	6.346285205458422	1.3297240118925293	0.21547236498558842	0.28697440538439356	-5.8097487440116	NA	NA	NA	NA
HERVK11-int_00078	0.729524529636622	6.683595124745683	1.3199200432715403	0.21859787780086307	0.29048577050047575	-5.914534997204614	ENV | GAG | RT	0.554	HERVK11	ENV:0.55 | RT:0.55 | GAG:0.24
HERVK3-int_00081	0.2593088333984241	11.735826064700412	1.3168414313259282	0.21958715713161472	0.2911490431611142	-6.47693032435092	DUT | GAG | RT	0.603	HERVK3	GAG:0.60 | DUT:0.55 | RT:0.53
MER65-int_00341	1.0758109229735036	6.193809092722282	1.3102622900396024	0.22171387353544064	0.29331412222728676	-5.817559488099897	NA	NA	NA	NA
ERVL40-int_00427	0.6292365088406074	6.9388306735635	1.30266692759239	0.22419048493658753	0.2959314401162956	-6.016298182334076	NA	NA	NA	NA
THE1D-int_00140	0.42925062370914535	8.552332218941054	1.2941970838785053	0.22697942681839273	0.29894851337056605	-6.280316219149176	NA	NA	NA	NA
HERVIP10FH-int_00195	-0.5200897032453543	8.910992035912365	-1.250456002156915	0.24184495168132458	0.3178227904838646	-6.381966519431754	INT | RNaseH	0.45	HERVIP10FH	RNaseH:0.45 | INT:0.16
MER61-int_00231	0.47899178015411736	7.634746205127561	1.2471596627701684	0.24299700193913829	0.31863183035728065	-6.198706976200761	NA	NA	NA	NA
HERVH-int_01267	-0.5572450773276721	6.908932510023479	-1.2446136141611892	0.24388991089143242	0.3190982534570724	-6.044278182379725	AP | GAG | RT	0.838	HERVH	AP:0.84 | GAG:0.14 | RT:0.09
MER51-int_00378	0.5839191579821494	7.172059443508223	1.240405183643636	0.2453717226744028	0.3198414946176364	-6.1390962874024275	NA	NA	NA	NA
HERVL-int_00333	0.46407568898687435	7.717659717756614	1.2399430679265457	0.2455348847569734	0.3198414946176364	-6.218914114396959	DUT | INT	0.321	HERVL	DUT:0.32 | INT:0.24
LTR57-int_00154	-0.6382001855141292	6.414688727698481	-1.2108171087522117	0.25599887570866453	0.332229664854416	-5.9792129451149805	NA	NA	NA	NA
HERVL74-int_00007	-0.5243786259674578	7.740179309095666	-1.2103663783639644	0.2561636136419571	0.332229664854416	-6.258597277935705	NA	NA	NA	NA
MER70-int_00056	0.45993377575933575	8.338657144999134	1.2083363886594303	0.2569066228742428	0.33246739430784367	-6.3507059834482	NA	NA	NA	NA
HERVK13-int_00010	-0.2332970578921724	11.644490822249644	-1.1885712045395134	0.2642325736290624	0.34091193895570365	-6.629013003624104	AP | DUT | ENV | GAG | INT | RNaseH | RT	1	HERVK13	INT:1.00 | RT:1.00 | RNaseH:0.98 | ENV:0.97 | DUT:0.88 | GAG:0.64 | AP:0.56
ERVL-B4-int_00810	0.8800997829218745	6.437603442161252	1.1876454174431534	0.2645798044757229	0.34091193895570365	-6.001454027840382	NA	NA	NA	NA
MLT-int_00331	0.2882973953702278	10.382055098788069	1.174897079686523	0.26939869306737885	0.34636974822948713	-6.631695656871318	NA	NA	NA	NA
HERVH-int_00356	-0.6168697994521437	6.8027843978280025	-1.163566730038208	0.27374040254994453	0.35119179074442125	-6.10328758830134	AP | ENV | GAG | INT | RNaseH | RT	1	HERVH	RNaseH:1.00 | AP:0.98 | RT:0.33 | INT:0.27 | ENV:0.14 | GAG:0.12
HUERS-P3-int_00001	0.2974796261179376	9.849906184408756	1.1477249703473762	0.2799042721749948	0.3583257277412649	-6.6268911700438755	NA	NA	NA	NA
HERVK-int_00059	0.2492105611461931	9.950987092592289	1.1403368409497023	0.2828163701245526	0.3612751050623317	-6.643717493165838	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | DUT:0.65 | RNaseH:0.60 | RT:0.58 | INT:0.43 | ENV:0.35 | GAG:0.32 | ORFX:0.18
MER51-int_00201	0.4795437258985025	7.30954244230541	1.1308880789477205	0.2865755728691528	0.36529161005209604	-6.288175812286179	NA	NA	NA	NA
HERV9NC-int_00062	-0.3092378270627654	11.856094897271856	-1.113747777104777	0.293495303697089	0.3725391979001538	-6.713378730039734	AP | ENV | GAG | RNaseH | RT	0.903	HERV9NC	RT:0.90 | RNaseH:0.51 | AP:0.38 | GAG:0.19 | ENV:0.14
HUERS-P3b-int_00258	0.23778916580822346	10.72048796500479	1.1136820166811519	0.2935221022061654	0.3725391979001538	-6.710825762448564	ENV	0.146	HUERS-P3b	ENV:0.15
MER66-int_00179	0.40923341971316746	7.363186273840883	1.1121599613116682	0.29414290204574434	0.3725391979001538	-6.316156826641731	NA	NA	NA	NA
ERVL-E-int_06623	-0.5549708389249024	6.813323047611704	-1.095986211153983	0.300803302235161	0.3801641734631609	-6.185578293057236	NA	NA	NA	NA
HUERS-P3-int_00203	0.3210234172276979	8.508204886788155	1.0705193171008782	0.3115276596788164	0.3928820166650041	-6.526670770097037	NA	NA	NA	NA
MER21-int_00549	0.853394809703726	6.0170809111057215	1.0584178787574834	0.31672594519415936	0.3985915496723107	-6.058096281621754	NA	NA	NA	NA
ERV3-16A3_I-int_02755	0.24326243640121517	9.187044200224788	1.053557987918253	0.31883218160811566	0.4003939024846104	-6.644096364696831	NA	NA	NA	NA
HERVH-int_00900	0.26281354019728875	14.04209825631776	1.0492496987057647	0.3207083025524336	0.40190027788216365	-6.807878573844376	GAG | INT | RT	0.332	HERVH	RT:0.33 | INT:0.19 | GAG:0.12
HERVH-int_00725	-0.4191731016393513	10.96110735001594	-1.0361529574995467	0.326463237885963	0.40825087011423583	-6.79178586034021	AP | INT | RT	0.838	HERVH	AP:0.84 | RT:0.37 | INT:0.20
HERVH-int_00896	-0.5472212045166666	7.083585184455252	-1.0233453066823561	0.33216663645447253	0.4138968673532475	-6.329533850886558	AP | INT | RT	0.794	HERVH	AP:0.79 | RT:0.36 | INT:0.20
HERVL66-int_00020	0.3771721767325565	6.971420123352436	1.0228878599540334	0.3323717268139715	0.4138968673532475	-6.33943865101931	DUT	0.412	HERVL66	DUT:0.41
HERVK3-int_00117	-0.2757926927539592	8.068141446218466	-1.0182712719510034	0.3344468648133947	0.4156097022994905	-6.511700647320065	AP | DUT | ENV | GAG | RT	0.844	HERVK3	AP:0.84 | RT:0.56 | DUT:0.55 | GAG:0.47 | ENV:0.31
MER61-int_00343	-0.3363718345664102	7.98509090233058	-0.9983988141864368	0.34349081539266235	0.42595729507983604	-6.518551267528552	NA	NA	NA	NA
LOR1-int_00619	0.4328397245831836	7.481384932300717	0.9901095584901979	0.34731679299072626	0.42980453132602375	-6.456200821050176	NA	NA	NA	NA
MER70-int_00150	0.2660724525736865	9.47067878166098	0.9853127008645627	0.34954525116205615	0.4316629504995038	-6.754020780735029	NA	NA	NA	NA
MER4B-int_00189	0.701144567445858	6.3835928022893595	0.9795440212096757	0.352239208302916	0.43343307602705494	-6.2036686719139595	NA	NA	NA	NA
HUERS-P3b-int_00159	0.22990095764481616	11.927146457824128	0.9791196227765341	0.35243800626442345	0.43343307602705494	-6.852208155560943	NA	NA	NA	NA
HERVL18-int_00138	0.35130050598776125	8.57211863214742	0.9599542749913486	0.3615020364808945	0.4436615902265524	-6.64683283069722	INT | RT	0.252	HERVL18	INT:0.25 | RT:0.10
HUERS-P1-int_00113	-0.2860603762727318	8.581298699316966	-0.9580615609004179	0.362406369761757	0.4438543992546055	-6.64838566651035	NA	NA	NA	NA
HERVH-int_00729	-0.3654642441491328	6.719201091016199	-0.953328796728639	0.36467491296319954	0.44571378251057725	-6.314429390006531	AP | GAG | INT | RT	0.838	HERVH	AP:0.84 | RT:0.33 | INT:0.19 | GAG:0.13
HERV3-int_00045	-0.4941820088603307	6.442828437400338	-0.936300059187801	0.3729229062686795	0.45485873988417996	-6.264137856682434	NA	NA	NA	NA
HERVK3-int_00080	0.3854807039153416	9.462744785391642	0.930775727567029	0.37562747614428493	0.4572186902248058	-6.80519080398111	ENV | INT | ORFX | RNaseH | RT	0.941	HERVK3	RNaseH:0.94 | RT:0.77 | ORFX:0.65 | INT:0.32 | ENV:0.18
HERV-Fc2-int_00039	0.17989587174576702	10.773588468612889	0.8958633671821334	0.3930465260291567	0.4774430193483008	-6.929180130309513	ENV | GAG | INT | RNaseH | RT	0.629	HERV-Fc2	RNaseH:0.63 | ENV:0.53 | RT:0.45 | INT:0.32 | GAG:0.08
Harlequin-int_00173	-0.23861636063800687	11.453531355329739	-0.8894692314560961	0.3962979586355866	0.4804101784276295	-6.93537430554974	NA	NA	NA	NA
PRIMA4-int_00041	0.2665961141097606	10.375076117374995	0.8833937307584653	0.3994049047275624	0.48319045500646046	-6.927748633730813	INT	0.251	PRIMA4	INT:0.25
HUERS-P3b-int_00160	0.21823457949065347	10.180365104982057	0.8700062100799585	0.4063114399633364	0.4901965273682428	-6.92919283984585	NA	NA	NA	NA
MER4-int_01601	0.2793197351931064	10.237108874015842	0.8683405628976879	0.4071765364249964	0.4901965273682428	-6.934044456702276	NA	NA	NA	NA
HERVIP10B3-int_00085	-0.285256545859581	7.452385688849306	-0.8673879837153815	0.40767185946113127	0.4901965273682428	-6.566826484046292	INT	0.176	HERVIP10B3	INT:0.18
HERVK11-int_00106	0.3148844471419125	7.861423039218794	0.8520306973692058	0.415715236781122	0.49885828413734634	-6.6381213253674405	ENV | GAG | INT | RNaseH | RT	0.441	HERVK11	RNaseH:0.44 | ENV:0.36 | RT:0.26 | GAG:0.17 | INT:0.10
MER41-int_00388	-0.41186273195757644	6.4641301754383145	-0.8404301843830314	0.4218631925368528	0.5052151942880858	-6.352255321455848	NA	NA	NA	NA
MER57A-int_00648	0.464195641348937	8.056882880013902	0.833698450555414	0.42545927145257767	0.5082947510336471	-6.6846360015279656	NA	NA	NA	NA
Harlequin-int_00079	-0.1960252435844202	9.368878707946298	-0.8324171485701382	0.42614610440194656	0.5082947510336471	-6.876961363894989	ENV | GAG	0.142	Harlequin	GAG:0.14 | ENV:0.09
HERV17-int_00246	-0.3918348634114601	6.605291877824166	-0.8016517821173168	0.44286411442952245	0.5271769217858444	-6.417952514185153	RNaseH	0.193	HERV17	RNaseH:0.19
LTR19-int_00048	-0.32909882736388646	7.126582854899617	-0.7961282571754413	0.44591153065972355	0.5297428984237516	-6.562457850252345	NA	NA	NA	NA
HERVK13-int_00014	0.2525565816938089	8.372545342380661	0.7918808647596175	0.44826435909722673	0.5314751083907239	-6.767754457510485	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	0.911	HERVK13	AP:0.91 | RT:0.84 | DUT:0.81 | ENV:0.57 | ORFX:0.39 | GAG:0.37 | RNaseH:0.35 | INT:0.27
HERVS71-int_00061	0.21099107473751016	9.362311766596484	0.7857136279906476	0.451695320996624	0.5344761367968022	-6.918323758957053	NA	NA	NA	NA
ERVL-int_00238	-0.20709901909218836	9.24881828382626	-0.7828236005405947	0.4533090629070905	0.5353192512262659	-6.901388809097465	NA	NA	NA	NA
HERV17-int_00263	-0.2831813797380813	10.460305411215966	-0.7778125498212215	0.45611614960678415	0.5373968087745182	-7.018366109358645	AP | GAG	0.353	HERV17	AP:0.35 | GAG:0.11
HERV9NC-int_00010	-0.21680163765881047	9.00647043220004	-0.7764564705192636	0.4568777583015685	0.5373968087745182	-6.871278306216588	AP | ENV | GAG | RNaseH | RT	0.668	HERV9NC	ENV:0.67 | RNaseH:0.64 | RT:0.50 | AP:0.35 | GAG:0.21
HERVK11-int_00041	0.2166759481064048	8.428898859209847	0.7617532746624858	0.46518895724726206	0.546091384594612	-6.800048793763611	NA	NA	NA	NA
HERVL-int_01454	-1.0034157166600697	6.7373695064191965	-0.7529097838713684	0.4702349246975417	0.5509261247935695	-6.465410144160805	NA	NA	NA	NA
HERVK9-int_00148	-0.6557595069486546	6.71681912324121	-0.7469684714200109	0.47364472816371017	0.5538286782071729	-6.480118132249587	AP | DUT | GAG | INT | RNaseH | RT	0.985	HERVK9	DUT:0.98 | RNaseH:0.95 | AP:0.91 | RT:0.42 | INT:0.36 | GAG:0.17
MER50-int_00267	-0.1952252792051764	9.427691143444585	-0.7407127820986195	0.4772520879848605	0.5569503737976564	-6.959457565718674	NA	NA	NA	NA
MER41-int_00296	-0.18156993885440031	9.760244278799792	-0.7153126505172237	0.4920787013261063	0.5731269580151122	-7.0189672270986145	NA	NA	NA	NA
ERVL-E-int_04475	0.2849778446434473	7.196755430076506	0.7056314295306959	0.49780520343807244	0.5786620173037477	-6.665199445811663	NA	NA	NA	NA
Harlequin-int_00064	-0.1745334052993899	12.643107716278978	-0.7029036195760802	0.4994261838132785	0.5786686062482775	-7.100026010064146	ENV | GAG	0.334	Harlequin	ENV:0.33 | GAG:0.12
HERVK9-int_00028	0.3388200097553835	6.594907231471232	0.7023438107642941	0.4997592508507851	0.5786686062482775	-6.500005726571083	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.878	HERVK9	AP:0.88 | RT:0.82 | DUT:0.75 | GAG:0.57 | INT:0.39 | RNaseH:0.26 | ENV:0.14
MER68-int_00053	-0.16836394494719265	10.170154371631552	-0.6884811569394041	0.5080509020958086	0.587124972460915	-7.072924425826704	NA	NA	NA	NA
MER4-int_00885	0.1497745109974399	11.19847487907564	0.6848195306813507	0.5102550506839901	0.588527184672408	-7.102377152711802	NA	NA	NA	NA
ERV3-16A3_I-int_01403	0.28465113117595	6.885726441679102	0.6810583545602055	0.5125252010296353	0.5889591857738403	-6.610674589658047	NA	NA	NA	NA
HERVL-int_01466	0.16592254077195762	10.343618124365566	0.680913714864285	0.5126126246550091	0.5889591857738403	-7.089839968921393	INT | RNaseH	0.467	HERVL	INT:0.47 | RNaseH:0.32
HERV4_I-int_00036	-0.2157972589550297	7.766715741701307	-0.6739392627896883	0.5168389141901659	0.5926685618319663	-6.764234361690826	AP | INT | RNaseH | RT	0.493	HERV4_I	RNaseH:0.49 | AP:0.37 | INT:0.35 | RT:0.28
ERV3-16A3_I-int_02788	-0.1841583262722922	12.213125206603062	-0.6436053902066584	0.5354636897709733	0.6128428356916341	-7.135770671259476	NA	NA	NA	NA
HUERS-P2-int_00049	-0.5503286835250727	6.48985877771122	-0.6307186587183486	0.5434944847112919	0.6208379306125142	-6.519801981030247	NA	NA	NA	NA
HERVL-int_00426	-0.2930619945728016	7.968179320375854	-0.6241438922071372	0.5476186450315347	0.6243483208229013	-6.826963536158376	DUT | RT	0.179	HERVL	DUT:0.18 | RT:0.15
PRIMA4-int_00148	-0.2159251788672543	7.334358173833702	-0.6197524176452216	0.5503833416290858	0.6262982853020631	-6.739031903276274	NA	NA	NA	NA
HERV4_I-int_00145	0.17689597204575944	9.893357086879604	0.6138332533437106	0.5541224909500106	0.6293475327424595	-7.106088836203979	ENV	0.072	HERV4_I	ENV:0.07
HERV9NC-int_00011	0.22541649495821192	8.706177862902601	0.5854070319910597	0.5722800127857589	0.6477444426474246	-6.964380329214874	AP | ENV | GAG | RNaseH | RT	0.579	HERV9NC	RNaseH:0.58 | RT:0.51 | AP:0.40 | GAG:0.22 | ENV:0.15
MER61-int_00071	-0.1862579947727336	7.470705307212476	-0.5850635863646245	0.5725014013297944	0.6477444426474246	-6.782749046879937	NA	NA	NA	NA
HERVE_a-int_00120	-0.22516385882151674	7.410610803421761	-0.5736612309325398	0.5798783688501556	0.6548436332642442	-6.780185945392017	ENV	0.134	HERVE_a	ENV:0.13
HERVK3-int_00097	-0.22245513813348736	6.645411019671417	-0.5696191838767027	0.5825059172549218	0.6565626467730998	-6.598140788591477	AP | DUT | ENV | INT | RNaseH	0.767	HERVK3	AP:0.77 | DUT:0.69 | RNaseH:0.66 | INT:0.27 | ENV:0.18
MER57A-int_01220	-0.20013898423039414	7.201049661753952	-0.5562478071945538	0.5912440911729803	0.6651496025696028	-6.754156743354701	INT	0.189	MER57A	INT:0.19
LTR25-int_00061	-0.23997446834781191	7.588811553654563	-0.5497780840907522	0.5954972244463472	0.668667960909509	-6.820442825992267	NA	NA	NA	NA
HERVK-int_00144	-0.21232837678883118	6.818961420998992	-0.5469877688322693	0.5973365774510682	0.6694677868036499	-6.663284095893999	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	AP:1.00 | DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | RT:1.00 | ENV:0.99 | ORFX:0.18
MLT-int_00078	0.17555771159922684	7.369797519614307	0.5412720178210977	0.6011137596832126	0.6724323413405429	-6.796396551698777	NA	NA	NA	NA
ERVL40-int_00425	0.291675372540196	7.1635841311787445	0.5248478274378359	0.612037157362541	0.6833647960025365	-6.776784560373327	NA	NA	NA	NA
MER61-int_00375	0.18373080124023847	7.50842145317787	0.517063493458941	0.6172500432982811	0.687892168328666	-6.8265590477652935	NA	NA	NA	NA
THE1-int_00030	0.19044678176165422	7.1882614563590455	0.5139451203811264	0.6193446702127117	0.6889339590006568	-6.786965823151455	NA	NA	NA	NA
LTR53-int_00152	0.2217571347900227	7.824742125397779	0.48569537664683604	0.6384832901430297	0.7088954660653451	-6.887994846542689	NA	NA	NA	NA
HERVK9-int_00113	0.15203949689090157	7.511784505135949	0.4807601411580464	0.6418564675861729	0.7113110853473632	-6.846422390928614	AP | DUT | GAG | INT | RNaseH | RT	0.985	HERVK9	DUT:0.98 | AP:0.90 | RNaseH:0.67 | INT:0.52 | GAG:0.42 | RT:0.17
LOR1-int_00618	-0.1257471455025931	8.377465103062576	-0.4483869444538221	0.6641950666050784	0.7346962189262879	-6.991463897335821	NA	NA	NA	NA
HERVK9-int_00068	0.10750247152952161	10.512907652910465	0.44608245791525303	0.6657989760337177	0.73510147168035	-7.237956391291962	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.985	HERVK9	DUT:0.98 | AP:0.80 | RNaseH:0.53 | INT:0.35 | ENV:0.25 | RT:0.25 | GAG:0.17
HERVK13-int_00027	-0.1488229418241568	6.755426861613892	-0.42352804861102517	0.6815901118426881	0.7511401232552073	-6.7096372379572244	AP | DUT | GAG | RT	0.97	HERVK13	DUT:0.97 | AP:0.59 | RT:0.37 | GAG:0.22
HERV16-int_01471	0.12124042135256385	7.925202698465213	0.4173301866038713	0.6859586074273214	0.7545544681700536	-6.937313097504689	NA	NA	NA	NA
HERV17-int_00102	-0.1790271526046737	6.467499045586566	-0.4112469651296713	0.6902582683164223	0.757880612532264	-6.630776922666263	AP | ENV | GAG | INT | RNaseH | RT	0.993	HERV17	RNaseH:0.99 | RT:0.77 | ENV:0.49 | AP:0.40 | INT:0.35 | GAG:0.17
ERV3-16A3_I-int_02756	0.08449170847419045	10.46083094799925	0.4062537408587896	0.6937962772648598	0.7603597577404553	-7.254199936248748	NA	NA	NA	NA
HERVK9-int_00193	-0.10732125780097293	8.622371711983153	-0.4007977989873897	0.6976710906446261	0.7631982096554474	-7.049401555673003	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.91	HERVK9	RT:0.91 | RNaseH:0.76 | INT:0.65 | AP:0.52 | GAG:0.45 | DUT:0.38 | ENV:0.08
MLT1-int_00253	0.15738607009070243	6.874451817792765	0.3987449994863176	0.6991313878216688	0.763389787437631	-6.766744981865905	NA	NA	NA	NA
HERV4_I-int_00037	0.1400366782231177	7.193805198714337	0.3953314354507926	0.7015625719466441	0.7646388398831313	-6.844973418776698	GAG	0.112	HERV4_I	GAG:0.11
HERVK11-int_00040	0.09458838306680947	10.716387163898984	0.3832996859738445	0.7101601021130695	0.7725917594416909	-7.271989883670227	ENV	0.27	HERVK11	ENV:0.27
MER4-int_00352	-0.12175742420100692	7.400302086339721	-0.37409060292418317	0.7167699906654819	0.7783571745069401	-6.881201061178111	NA	NA	NA	NA
ERV24B_Prim-int_00154	0.11951730104698115	8.481584520342073	0.36938816440240757	0.7201548379377318	0.7801094071019126	-7.042706605140017	INT	0.104	ERV24B_Prim	INT:0.10
THE1-int_00106	-0.18889918612750323	8.189220807612596	-0.3682012442222968	0.7210102095941918	0.7801094071019126	-6.997959769932501	NA	NA	NA	NA
HERVK3-int_00069	0.1145338972667291	7.7739971974489315	0.3612708279080353	0.7260128353878341	0.7840938622188609	-6.936761337438711	ENV | INT | RNaseH	0.676	HERVK3	RNaseH:0.68 | INT:0.19 | ENV:0.16
HERVIP10B3-int_00078	0.17813435838103797	7.5277893943095675	0.3585211421470708	0.7280014679596776	0.7848146496697795	-6.903533359290238	NA	NA	NA	NA
MER61-int_00072	0.13825958219509177	6.6469871670203435	0.3549278215351565	0.7306034647964748	0.7859461633533424	-6.711198763671284	NA	NA	NA	NA
HERV16-int_01145	-0.1514606241797255	6.6673668995490845	-0.3534186734107665	0.7316973540983138	0.7859461633533424	-6.711866864976733	NA	NA	NA	NA
Harlequin-int_00037	-0.18097753313447065	7.030154658788218	-0.3501826017106268	0.7340451330176649	0.7870447816109981	-6.8132635718656935	ENV	0.411	Harlequin	ENV:0.41
LTR53-int_00157	-0.12964000120129437	7.0263638527682994	-0.33213398943466144	0.7471922156795003	0.7996976146191409	-6.825641380770233	NA	NA	NA	NA
HERVK14-int_00020	-0.13620061948734263	7.03930786690813	-0.31456291782556567	0.7600746566847083	0.8105956435730612	-6.832512751050345	AP | DUT | GAG | RNaseH | RT	0.767	HERVK14	AP:0.77 | RT:0.56 | DUT:0.46 | GAG:0.46 | RNaseH:0.39
MER4-int_00497	0.13667766793324843	6.552359475085966	0.3145230241489321	0.7601039957410691	0.8105956435730612	-6.694270136150009	NA	NA	NA	NA
HERVS71-int_00063	0.2554252385426115	6.81959103501299	0.3109493703169192	0.7627338045993813	0.8119424371541801	-6.785263319768901	GAG | INT | RNaseH	0.251	HERVS71	INT:0.25 | RNaseH:0.24 | GAG:0.06
HERV9NC-int_00089	-0.12631437079939128	8.121357157110273	-0.2929847667924994	0.7760016595764506	0.824588525560665	-7.015080935658898	NA	NA	NA	NA
HERVK3-int_00076	0.08319284446189072	8.598106306028102	0.2819305861125191	0.7842042654933432	0.8318166673268677	-7.090467025559877	AP | DUT | GAG	0.689	HERVK3	AP:0.69 | DUT:0.46 | GAG:0.33
HERVL74-int_00138	0.10223341287420262	7.707291160616501	0.2592699473717639	0.8011061500829041	0.8482300412642514	-6.9613142322302295	NA	NA	NA	NA
Harlequin-int_00094	0.10106792455723715	6.9640532615053825	0.2499585765480246	0.8080834857967765	0.8535811500863136	-6.844699073767066	GAG	0.103	Harlequin	GAG:0.10
LOR1-int_00634	0.11127798415893422	7.154669716665446	0.2486919821943067	0.8090339856878697	0.8535811500863136	-6.888773699937148	NA	NA	NA	NA
HERV4_I-int_00038	0.0970831110864284	7.161570349729684	0.22979431681426937	0.8232537961850204	0.8670438917267766	-6.895284819403085	NA	NA	NA	NA
LTR25-int_00310	0.07998726237858449	6.652648301539143	0.2133521206885414	0.8356816216600238	0.8785750146301843	-6.755705195935545	NA	NA	NA	NA
PRIMA4-int_00057	-0.08368649503634018	6.987479191217768	-0.21076254019683605	0.8376434343949599	0.8790816254957706	-6.8534603538810455	NA	NA	NA	NA
MER50-int_00281	0.06672365212939824	7.913722927075409	0.2039486073957658	0.8428111368275217	0.8829450004859752	-7.0073051322287565	ENV	0.152	MER50	ENV:0.15
Harlequin-int_00026	0.0417577692552099	16.100899240042267	0.18420610265391724	0.8578277650714564	0.8970945289655724	-7.381315044027784	ENV	0.498	Harlequin	ENV:0.50
